repo_name	decision	note	description	topics	language	stars	archived	is_fork	search_names
lanadelrea/fastq2bam2fasta	include	metadata indicates biological FASTA use	Pipeline to convert fastq to bam to fasta		Nextflow	0.0	0.0	0.0	lanadelrea/fastq2bam2fasta
land1557/FASTA-to-RSRS-with-Visualizer	include	metadata indicates biological FASTA use	A simple tool to get the mtDNA RSRS markers and visualize them in mtDNA Map.			0.0	0.0	0.0	land1557/fasta-to-rsrs-with-visualizer
laninsky/processing_fastsimcoal_to_fasta	include	repository name indicates FASTA conversion/handling	Taking the concatenated arlequin file from fastsimcoal and splitting by locus		R	0.0	0.0	0.0	laninsky/processing_fastsimcoal_to_fasta
laurenfields/Guided-FASTA-Filtering-Metagenomics	include	metadata indicates biological FASTA use			JavaScript	0.0	0.0	0.0	laurenfields/guided-fasta-filtering-metagenomics
LaurieLecomte/fasta_dev1	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	laurielecomte/fasta_dev1
LCrossman/extract_fasta	include	repository name indicates FASTA sequence handling	test-fasta-extract		Python	0.0	0.0	0.0	lcrossman/extract_fasta
Le-seul-1/Fasta	exclude	insufficient metadata to establish biological FASTA use			TypeScript	0.0	0.0	0.0	le-seul-1/fasta
lec320fd90d/FastA	exclude	insufficient metadata to establish biological FASTA use	Decentralized, event-driven microservice orchestrator enabling high-performance, scalable API gateways with adaptive security authentication hubs.		Rust	11.0	0.0	0.0	lec320fd90d/fasta
legend1987zz/zz-fasta-api-python	exclude	insufficient metadata to establish biological FASTA use	测试项目			0.0	0.0	0.0	legend1987zz/zz-fasta-api-python
lennifernandez-alt/egfr-fasta-pipeline	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	lennifernandez-alt/egfr-fasta-pipeline
lennifernandez-alt/lennifernandez-alt-TGBF1_fasta_pipeline2	include	metadata indicates biological FASTA use	ignorar (lennifernandez-alt/TGBF1_fasta_pipeline)		Python	0.0	0.0	0.0	lennifernandez-alt/lennifernandez-alt-tgbf1_fasta_pipeline2
LFelipe-B/Sequence_fasta_features_scripts_2020	include	metadata indicates biological FASTA use	Here you can find scripts to calculate sequence features and composition such as length, GC, GC3		Python	0.0	0.0	0.0	lfelipe-b/sequence_fasta_features_scripts_2020
liaoj/fasta-data	include	metadata indicates biological FASTA use	Perl scripts for importing FASTA data and calculating simple statistics		Perl	0.0	0.0	0.0	liaoj/fasta-data
liaoj/fasta-data-python	exclude	insufficient metadata to establish biological FASTA use	This repository is created for the fasta-data solution with python.			0.0	0.0	0.0	liaoj/fasta-data-python
lightaqn/reactnative-login-fasta	exclude	insufficient metadata to establish biological FASTA use			JavaScript	0.0	0.0	0.0	lightaqn/reactnative-login-fasta
lindberg-m/color_fasta	exclude	insufficient metadata to establish biological FASTA use			C	0.0	0.0	0.0	lindberg-m/color_fasta
lindberg-m/fasta_colorize	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	lindberg-m/fasta_colorize
linsalrob/py_fasta_validator	include	metadata indicates biological FASTA use	A Python extension of the fasta validator		Python	9.0	0.0	0.0	linsalrob/py_fasta_validator
LinTzuTang/AMP_fasta_analysis	include	repository name indicates FASTA sequence handling			Jupyter Notebook	0.0	0.0	0.0	lintzutang/amp_fasta_analysis
Lio-sys/fasta-reina-de-la-paz	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	lio-sys/fasta-reina-de-la-paz
lisanhu/fasta-fastq-dump	include	metadata indicates biological FASTA use	Randomly generating fasta and fastq files for sequencers.		C++	0.0	0.0	0.0	lisanhu/fasta-fastq-dump
liuh321/ex_gene_region_2_fasta	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	liuh321/ex_gene_region_2_fasta
liuiscoding/python_dealwith_fasta	include	metadata indicates biological FASTA use	python处理fasta文件		Python	1.0	0.0	0.0	liuiscoding/python_dealwith_fasta
liuyuan-cisd/fasta_GCN	include	repository name indicates FASTA sequence handling	使用图卷积对生物序列进行分类		Python	7.0	0.0	0.0	liuyuan-cisd/fasta_gcn
livemzigo-sys/Dalali-Fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	livemzigo-sys/dalali-fasta
lizairemickelson05-bit/fasta	exclude	insufficient metadata to establish biological FASTA use	video			0.0	0.0	0.0	lizairemickelson05-bit/fasta
LizBioEng/fasta-analyzer	include	metadata indicates biological FASTA use	Simple FASTA analyzer in Python for bioinformatics beginners		Python	0.0	0.0	0.0	lizbioeng/fasta-analyzer
lizmat/Fasta	include	metadata indicates biological FASTA use	Fasta - Library of FASTA related functionality		Raku	3.0	0.0	0.0	lizmat/fasta
lkayarana/FASTA-heuristic-aligner	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	lkayarana/fasta-heuristic-aligner
Loveuse/sequentialfasta	exclude	metadata indicates FASTA algorithm/acronym rather than FASTA format use	A FASTA algorithm launcher written in Java		Java	0.0	0.0	0.0	loveuse/sequentialfasta
lstevens17/busco2fasta	include	repository name indicates FASTA conversion/handling			Python	3.0	0.0	0.0	lstevens17/busco2fasta
Lubov-Kost/fasta-project	include	metadata indicates biological FASTA use	Работа с fasta файлами		Python	0.0	0.0	0.0	lubov-kost/fasta-project
luigi-ave/FASTQ-to-FASTA	include	metadata indicates biological FASTA use	Convertitore da FASTQ a FASTA		Jupyter Notebook	0.0	0.0	0.0	luigi-ave/fastq-to-fasta
LuisGatsby/split_fasta_signalp.py-faa-	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	luisgatsby/split_fasta_signalp.py-faa-
luizirber/bam2fasta	include	metadata indicates biological FASTA use	Package to convert bam files to fasta per single cell barcode			0.0	0.0	0.0	luizirber/bam2fasta
lukekoch/linearize_fasta	exclude	insufficient metadata to establish biological FASTA use			Rust	0.0	0.0	0.0	lukekoch/linearize_fasta
LVRS/fasta_bases_counter	include	repository name indicates FASTA sequence handling	Counts how many times each base appear on every position in a gene		Python	0.0	0.0	0.0	lvrs/fasta_bases_counter
lycantrope/fasta_filter	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	lycantrope/fasta_filter
macbook19899-ai/Fasta-emballage-metallique-algerien	exclude	insufficient metadata to establish biological FASTA use	Entreprise d'emballage métallique Algérienne		HTML	1.0	0.0	0.0	macbook19899-ai/fasta-emballage-metallique-algerien
machine-moon/fasta_cleaner	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	machine-moon/fasta_cleaner
macperez/fasta	exclude	insufficient metadata to establish biological FASTA use	Examples of Go coding		Go	0.0	0.0	0.0	macperez/fasta
MadSmit/fasta_seq_count.sh	include	repository name indicates FASTA sequence handling	Assignment 2		Shell	0.0	0.0	0.0	madsmit/fasta_seq_count.sh
Mael-el/mon-site-fasta	exclude	insufficient metadata to establish biological FASTA use	Site web de présentation de la filière MIA à la FAST		HTML	0.0	0.0	0.0	mael-el/mon-site-fasta
mafercamposv/analizador_fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	mafercamposv/analizador_fasta
Magn3zy/FASTA-counter	include	metadata indicates biological FASTA use	UI for counting bases, used for GC content of PCR amplicons analysis.		Python	0.0	0.0	0.0	magn3zy/fasta-counter
Magnushhoie/fasta_index_finder	include	metadata indicates biological FASTA use	Find FASTA indices for header and sequence start/ends		Python	1.0	0.0	0.0	magnushhoie/fasta_index_finder
Magnushhoie/fasta_scripts	include	repository name indicates FASTA sequence handling	Collection of FASTA processing scripts		Jupyter Notebook	1.0	0.0	0.0	magnushhoie/fasta_scripts
magorbe/java-fasta-to-two-bit-converter	include	repository name indicates FASTA sequence handling	Automatically exported from code.google.com/p/java-fasta-to-two-bit-converter		Java	0.0	0.0	0.0	magorbe/java-fasta-to-two-bit-converter
Mahbub511/FASTA-to-CSV-	include	repository name indicates FASTA sequence handling			Jupyter Notebook	0.0	0.0	0.0	mahbub511/fasta-to-csv-
Mahbub511/Fasta-to-CSV-converter	include	repository name indicates FASTA sequence handling				0.0	0.0	0.0	mahbub511/fasta-to-csv-converter
Mahdi-Maaref/FastA	exclude	insufficient metadata to establish biological FASTA use	Only 4 click to black area that not intersted --- auto save --auto next	labeling-tool	Python	0.0	0.0	0.0	mahdi-maaref/fasta
majeedbioinfo/fastq-to-fasta	include	metadata indicates biological FASTA use				0.0	0.0	0.0	majeedbioinfo/fastq-to-fasta
majidbahader86/fasta_analyser	include	repository name indicates FASTA sequence handling			Python	1.0	0.0	0.0	majidbahader86/fasta_analyser
mandosoft/fasta2csv	include	metadata indicates biological FASTA use	Simple Rust program to convert Fasta MSA's to CSV files		Rust	0.0	0.0	0.0	mandosoft/fasta2csv
manologuevara2013-png/mathfun-fasta	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	manologuevara2013-png/mathfun-fasta
Manuel-Brrn/sequences_extraction_fasta	include	metadata indicates biological FASTA use			Shell	0.0	0.0	0.0	manuel-brrn/sequences_extraction_fasta
marcobusalu/mtingo-fasta	exclude	insufficient metadata to establish biological FASTA use			Blade	0.0	0.0	0.0	marcobusalu/mtingo-fasta
mariapmpb/entrez-fasta-retriever	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	mariapmpb/entrez-fasta-retriever
MarieLataretu/rearrangeFasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	marielataretu/rearrangefasta
marimooo/fasta-rename-in-order	include	metadata indicates biological FASTA use	A python code that rename FASTA headers in specific order		Python	0.0	0.0	0.0	marimooo/fasta-rename-in-order
marina123123/fasta	exclude	insufficient metadata to establish biological FASTA use			Java	0.0	0.0	0.0	marina123123/fasta
mariosebastiancarrasco-lab/380016400_col-fasta-san-a-magno-o-p_rio-blanco	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	mariosebastiancarrasco-lab/380016400_col-fasta-san-a-magno-o-p_rio-blanco
mariosebastiancarrasco-lab/380016400_col-fasta-san-a-magno_rio-blanco	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	mariosebastiancarrasco-lab/380016400_col-fasta-san-a-magno_rio-blanco
mariosebastiancarrasco-lab/380016400_fasta_rio-blanco	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	mariosebastiancarrasco-lab/380016400_fasta_rio-blanco
mariosebastiancarrasco-lab/380040900_col-fasta-jmpaz_lgsm	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	mariosebastiancarrasco-lab/380040900_col-fasta-jmpaz_lgsm
mariosebastiancarrasco-lab/380040901_col-fasta-ing-j-m-paz_lgsm	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	mariosebastiancarrasco-lab/380040901_col-fasta-ing-j-m-paz_lgsm
mariosebastiancarrasco-lab/380040901_col-fasta-ing-jose-m-paz_lgsm	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	mariosebastiancarrasco-lab/380040901_col-fasta-ing-jose-m-paz_lgsm
mariosebastiancarrasco-lab/380079400_ies-8-sagrado-corazon-fasta_rio-blanco	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	mariosebastiancarrasco-lab/380079400_ies-8-sagrado-corazon-fasta_rio-blanco
Mart12n/Fasta_Bases_Count	include	repository name indicates FASTA sequence handling			Jupyter Notebook	0.0	0.0	0.0	mart12n/fasta_bases_count
matheusampaio10/athanatos-fasta	exclude	insufficient metadata to establish biological FASTA use	athanatos-fasta			0.0	0.0	0.0	matheusampaio10/athanatos-fasta
mathiasverbeke0/stepwise-multi-fasta-to-array	include	metadata indicates biological FASTA use			HTML	0.0	0.0	0.0	mathiasverbeke0/stepwise-multi-fasta-to-array
MatteoLacki/fasta_ops	include	metadata indicates biological FASTA use	Simple operations on fasta objects.		Python	0.0	0.0	0.0	matteolacki/fasta_ops
Matthew-Mosior/fasta-region-inspector	include	metadata indicates biological FASTA use	A bioinformatics tool for analyzing somatic hypermutation	bioinformatics;biomart;csv-writer;effect-system;effectful;haskell;knuth-morris-pratt;linear-types;multithreading;sbv;smt-solver;somatic-hypermutation;xml-generator;yaml-configuration	Haskell	19.0	0.0	0.0	matthew-mosior/fasta-region-inspector
MatthewCallis/Fasta	exclude	insufficient metadata to establish biological FASTA use	ExpressionEngine extension for rapid template development with AJAX template saving.		PHP	6.0	0.0	0.0	matthewcallis/fasta
mattmccormick/tofasta	include	metadata indicates biological FASTA use	Convert pandas DataFrames and CSV files to FASTA, with validation that refuses to write malformed output.		Python	2.0	0.0	0.0	mattmccormick/tofasta
maxidev-acc/fasta	exclude	insufficient metadata to establish biological FASTA use			Makefile	0.0	0.0	0.0	maxidev-acc/fasta
MaxiLemus/Fasta	exclude	insufficient metadata to establish biological FASTA use	pff		Python	0.0	0.0	0.0	maxilemus/fasta
Maxim-Karpov/Fast_FASTA-FASTQ_trimmer	include	metadata indicates biological FASTA use	Simple FASTA/FASTQ trimmer in C++.		C++	0.0	0.0	0.0	maxim-karpov/fast_fasta-fastq_trimmer
Maxim-Karpov/FASTA-FASTQ_rename	include	metadata indicates biological FASTA use	Rename FASTA/FASTQ headers with sequential numbers.		C++	0.0	0.0	0.0	maxim-karpov/fasta-fastq_rename
maxim-uryasev/fasta_project	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	maxim-uryasev/fasta_project
maxmalysh/fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	maxmalysh/fasta
mbuyukyoruk/fasta_order_by_len	include	metadata indicates biological FASTA use	This script is developed to order sequences in a multifasta file by the length of sequences.		Python	0.0	0.0	0.0	mbuyukyoruk/fasta_order_by_len
mbuyukyoruk/fasta_splitter_by_taxa	include	metadata indicates biological FASTA use	This script is developed to split sequences based on taxonomy information that is provided separately.		Python	0.0	0.0	0.0	mbuyukyoruk/fasta_splitter_by_taxa
mbuyukyoruk/gb2fasta	include	repository name indicates FASTA conversion/handling	This script is developed to convert genbank files to fasta.		Python	0.0	0.0	0.0	mbuyukyoruk/gb2fasta
mbuyukyoruk/split_fasta	include	metadata indicates biological FASTA use	This script is developed to split large multifasta file into smaller files for easy manipulation.		Python	0.0	0.0	0.0	mbuyukyoruk/split_fasta
mclaughlinfernandeez/Fasta	include	metadata indicates biological FASTA use	Convert csv to fasta		TypeScript	0.0	0.0	0.0	mclaughlinfernandeez/fasta
mcostama25/FASTA_MapReduce	exclude	insufficient metadata to establish biological FASTA use	Treball Final CNVR ZooKeeper		Java	0.0	0.0	0.0	mcostama25/fasta_mapreduce
MdKausarali-143/fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	mdkausarali-143/fasta
MehrnoushF/fasta_identity_project	include	metadata indicates biological FASTA use	Bioinformatics Programming : FASTA k-mer identity analysis		Python	0.0	0.0	0.0	mehrnoushf/fasta_identity_project
Mengli123-design/Select_gene_from_FASTA_by-GeneID	include	repository name indicates FASTA sequence handling	select seq  from fa file based on seq ID		Python	0.0	0.0	0.0	mengli123-design/select_gene_from_fasta_by-geneid
Mer-SciCode/FASTA-automation	include	metadata indicates biological FASTA use	Python pipeline to retrieve promoter sequences from Ensembl REST API and perform motif discovery using MEME Suite.		Python	0.0	0.0	0.0	mer-scicode/fasta-automation
MeryemOrhan/Ex9-FASTA	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	meryemorhan/ex9-fasta
mewmew/fasta-sublime	include	metadata indicates biological FASTA use	FASTA syntax highlighting for Sublime Text.			0.0	0.0	0.0	mewmew/fasta-sublime
mgaurlab/pdb2fasta	include	repository name indicates FASTA sequence handling	Rust CLI tool to convert PDB structures to FASTA		Rust	0.0	0.0	0.0	mgaurlab/pdb2fasta
michaelk10452/XLS-2-FASTA	exclude	insufficient metadata to establish biological FASTA use			TypeScript	0.0	0.0	0.0	michaelk10452/xls-2-fasta
michele-milesi/convertitore-da-fastq-a-fasta	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	michele-milesi/convertitore-da-fastq-a-fasta
microbe777/fasta2six_frames	include	repository name indicates FASTA conversion/handling				0.0	0.0	0.0	microbe777/fasta2six_frames
MiguelCos/FASTA_processing	exclude	insufficient metadata to establish biological FASTA use			R	0.0	0.0	0.0	miguelcos/fasta_processing
MiguelCos/spritz_fasta_2_fragpipe_adaptation	include	metadata indicates biological FASTA use	Attempt to adapt the fasta headers from the Spritz output to a FragPipe/Philosopher-compatible format		R	2.0	0.0	0.0	miguelcos/spritz_fasta_2_fragpipe_adaptation
MikelAguirreRodrigo/Select_fasta_gb	include	repository name indicates FASTA sequence handling			Perl	0.0	0.0	0.0	mikelaguirrerodrigo/select_fasta_gb
miko8422/est-fasta-processing	exclude	insufficient metadata to establish biological FASTA use	This is the repo for EST Client code		Python	0.0	0.0	0.0	miko8422/est-fasta-processing
Mikosa1237/FASTA-analizator	exclude	insufficient metadata to establish biological FASTA use			C#	0.0	0.0	0.0	mikosa1237/fasta-analizator
mingyanisa/q4bio-fasta-prep	exclude	insufficient metadata to establish biological FASTA use			Nextflow	0.0	0.0	0.0	mingyanisa/q4bio-fasta-prep
MiriamOrtiz/basic-fasta-utils	include	repository name indicates FASTA sequence handling				0.0	0.0	0.0	miriamortiz/basic-fasta-utils
misterchristoff1/fasta-search	include	repository name indicates FASTA sequence handling				0.0	0.0	0.0	misterchristoff1/fasta-search
mital14/fetch_fasta	include	repository name indicates FASTA sequence handling			Shell	0.0	0.0	0.0	mital14/fetch_fasta
mitchellwrosen/fasta	exclude	insufficient metadata to establish biological FASTA use			Haskell	2.0	0.0	0.0	mitchellwrosen/fasta
MithulaJinde317-hub/FASTA	exclude	insufficient metadata to establish biological FASTA use	FASTA		Python	0.0	0.0	0.0	mithulajinde317-hub/fasta
mjzapata/renameFasta	include	repository name indicates FASTA sequence handling			Java	0.0	0.0	0.0	mjzapata/renamefasta
mkaggrey/Fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	mkaggrey/fasta
mken418/split_fasta_by_chr	include	repository name indicates FASTA sequence handling			Python	1.0	0.0	0.0	mken418/split_fasta_by_chr
mkiravn/ancestral_fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	mkiravn/ancestral_fasta
mnsmar/fasta	include	metadata indicates biological FASTA use	Convenient handling of FASTA-encoded files for the Go language	bioinformatics;fasta;go;parser;sequencing	Go	0.0	0.0	0.0	mnsmar/fasta
Mohamed-Medhat206/Fasta-task	exclude	insufficient metadata to establish biological FASTA use			C++	0.0	0.0	0.0	mohamed-medhat206/fasta-task
mohmmedfathi/fasta-task	exclude	insufficient metadata to establish biological FASTA use			C++	1.0	0.0	0.0	mohmmedfathi/fasta-task
mohsenzakeri/clean-fasta	include	repository name indicates FASTA sequence handling			Rust	0.0	0.0	0.0	mohsenzakeri/clean-fasta
Mojiri3/accn_to_fasta	include	metadata indicates biological FASTA use	FASTA format에서 원하는 header 정보를 제공하여 빠르게 sequence 추출하기		Rust	0.0	0.0	0.0	mojiri3/accn_to_fasta
molishanrt-cyber/human-insulin-fasta-analyzer	include	repository name indicates FASTA sequence handling			Python	1.0	0.0	0.0	molishanrt-cyber/human-insulin-fasta-analyzer
molnarjani/fasta	exclude	insufficient metadata to establish biological FASTA use	Fast tracking app		JavaScript	0.0	0.0	0.0	molnarjani/fasta
MonSaHer/Analizador_Fasta-	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	monsaher/analizador_fasta-
MonSaHer/gc-fasta	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	monsaher/gc-fasta
montidas663/uniprot_sprot_fasta	exclude	insufficient metadata to establish biological FASTA use			Jupyter Notebook	0.0	0.0	0.0	montidas663/uniprot_sprot_fasta
moozeq/awd-fasta-plots	include	metadata indicates biological FASTA use	Creating plots using FASTA amino-acid files	amino-acid-sequence;awd;fasta-sequences;plot	Python	1.0	0.0	0.0	moozeq/awd-fasta-plots
morganokpara/fasta-fastq-parser	include	metadata indicates biological FASTA use	A simple R-based tool for parsing and analyzing FASTA/FASTQ files		R	0.0	0.0	0.0	morganokpara/fasta-fastq-parser
movingpictures83/Any2FASTA	include	metadata indicates biological FASTA use	Convert multiple formats to FASTA		C++	0.0	0.0	0.0	movingpictures83/any2fasta
movingpictures83/BED2FASTA	include	metadata indicates biological FASTA use	Convert BED to FASTA		Python	1.0	0.0	0.0	movingpictures83/bed2fasta
movingpictures83/FASTA2FASTQ	include	metadata indicates biological FASTA use	Convert from FASTA to FASTQ format		C++	0.0	0.0	0.0	movingpictures83/fasta2fastq
mpconte/fasta_reverse	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	mpconte/fasta_reverse
mperezjigato/geometryfilesCIF_PDB_XSF_FASTA	include	repository name indicates FASTA sequence handling			Shell	0.0	0.0	0.0	mperezjigato/geometryfilescif_pdb_xsf_fasta
MrGhost-Aymen/FASTA-Concatenator	include	metadata indicates biological FASTA use	Advanced FASTA Concatenator		HTML	0.0	0.0	0.0	mrghost-aymen/fasta-concatenator
mriffle/filter_fasta	include	repository name indicates FASTA sequence handling	Python program to filter a large FASTA into a smaller FASTA based on search results		Python	0.0	0.0	0.0	mriffle/filter_fasta
mriffle/nf-filter-fasta	include	repository name indicates FASTA sequence handling	Nextflow workflow for creating a small FASTA from a large FASTA based on hits found by comet		Nextflow	1.0	0.0	0.0	mriffle/nf-filter-fasta
MrJJJ/vim-fasta	include	metadata indicates biological FASTA use	Fasta viewer for vim			0.0	0.0	0.0	mrjjj/vim-fasta
Mrkorg1000/FastA_Menu_project	exclude	insufficient metadata to establish biological FASTA use	Fast Api training project		Python	0.0	0.0	0.0	mrkorg1000/fasta_menu_project
mrudhula-bioinformatics-hub/Fasta-analyzer	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	mrudhula-bioinformatics-hub/fasta-analyzer
MSandeeB/Bioinformatics-Fasta-Maker	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	msandeeb/bioinformatics-fasta-maker
msing21/Fasta_to_protvec_features	include	repository name indicates FASTA conversion/handling			Python	1.0	0.0	0.0	msing21/fasta_to_protvec_features
mu-neera/pattern_lab_fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	mu-neera/pattern_lab_fasta
mugabe34/fasta-backend	exclude	insufficient metadata to establish biological FASTA use			JavaScript	0.0	0.0	0.0	mugabe34/fasta-backend
mugabe34/fasta-frontend	exclude	insufficient metadata to establish biological FASTA use			JavaScript	0.0	0.0	0.0	mugabe34/fasta-frontend
Musa-Elia/Davileen-Bei-Fasta	include	metadata indicates biological FASTA use	Internal price tracking and deal management tool for Davileen services. Built to monitor, compare, and act on pricing data – fasta, smart, and local.		JavaScript	0.0	0.0	0.0	musa-elia/davileen-bei-fasta
MustafaMertAtalan/pbio-fasta-generator	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	mustafamertatalan/pbio-fasta-generator
Muzzamil-malick/FASTA-and-Metadata-File-Filtering-Shiny-App	include	metadata indicates biological FASTA use	This repository contains a Shiny application that allows users to filter FASTA and metadata files based on selected localities, date range, state/province, and cluster. The application reads the input files, applies the filters, and outputs the filtered data.		R	0.0	0.0	0.0	muzzamil-malick/fasta-and-metadata-file-filtering-shiny-app
mwakajila87/boda-fasta	exclude	insufficient metadata to establish biological FASTA use			Dart	0.0	0.0	0.0	mwakajila87/boda-fasta
mwakaswanga/Lipa-Fasta	exclude	metadata indicates unrelated use of FASTA term/acronym	Lipa Fasta is a mobile payment application, which allows payment of different services and goods as per exactly amount			0.0	0.0	0.0	mwakaswanga/lipa-fasta
mwmahlberg/fasta2pansn	include	repository name indicates FASTA conversion/handling			Go	0.0	0.0	0.0	mwmahlberg/fasta2pansn
mycologenomics/Bam2fasta	include	metadata indicates biological FASTA use	Convert BAM file to FASTA, taking variant calls into account		Shell	0.0	0.0	0.0	mycologenomics/bam2fasta
n8n-code/n8n-nodes-deutschebahn-fasta	exclude	insufficient metadata to establish biological FASTA use	RESTful API for German railway station elevator and escalator status data.	api;automation;deutschebahn-fasta;n8n;n8n-community-node;n8n-node;openapi;swagger;workflow	TypeScript	0.0	0.0	0.0	n8n-code/n8n-nodes-deutschebahn-fasta
Naclist/2530_fasta	include	metadata indicates biological FASTA use	Klebsiella data backup			0.0	0.0	0.0	naclist/2530_fasta
Naclist/542_fasta	include	metadata indicates biological FASTA use	Klebsiella data backup			0.0	0.0	0.0	naclist/542_fasta
nadvla/bioinformatics-fasta-generator	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	nadvla/bioinformatics-fasta-generator
naingolan/mchongo-fasta-app	exclude	insufficient metadata to establish biological FASTA use			Dart	0.0	0.0	0.0	naingolan/mchongo-fasta-app
naingolan/mchongo-fasta-frontend	exclude	insufficient metadata to establish biological FASTA use			TypeScript	0.0	0.0	0.0	naingolan/mchongo-fasta-frontend
Namachuru/fuel-fasta-react-native-app	exclude	insufficient metadata to establish biological FASTA use			JavaScript	0.0	0.0	0.0	namachuru/fuel-fasta-react-native-app
namba3/FASTA-Util	include	repository name indicates FASTA sequence handling			Rust	0.0	0.0	0.0	namba3/fasta-util
nat2bee/fasta-manipulation	include	repository name indicates FASTA sequence handling	Useful scripts for fasta		Python	1.0	0.0	0.0	nat2bee/fasta-manipulation
nataliaaa200/AnalizaFasta	exclude	insufficient metadata to establish biological FASTA use	Wykorzystane środowisko WindowsForms		C#	0.0	0.0	0.0	nataliaaa200/analizafasta
nawrockie/coded_by2extract_fasta_multi_exon	include	metadata indicates biological FASTA use	Perl script for converting a NCBI coded_by string to input for the extract_fasta_multi_exon C program		Perl	0.0	0.0	0.0	nawrockie/coded_by2extract_fasta_multi_exon
nawrockie/extract_fasta_multi_exon	include	metadata indicates biological FASTA use	C program based on Richa Agarwala's extract_fasta that works for genes with multiple exons.		C	0.0	0.0	0.0	nawrockie/extract_fasta_multi_exon
naylafaiha0/fasta_splitter	include	repository name indicates FASTA sequence handling				0.0	0.0	0.0	naylafaiha0/fasta_splitter
nbx0/clarity-xls2fasta	include	repository name indicates FASTA conversion/handling			Python	1.0	0.0	0.0	nbx0/clarity-xls2fasta
ncodeintern1/fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	ncodeintern1/fasta
ncparsley/CSV_to_FASTA	include	repository name indicates FASTA sequence handling				0.0	0.0	0.0	ncparsley/csv_to_fasta
ncparsley/Fasta_Filter	include	repository name indicates FASTA sequence handling				0.0	0.0	0.0	ncparsley/fasta_filter
ndaw365/FASTA-Variant-Processing-	exclude	insufficient metadata to establish biological FASTA use			R	0.0	0.0	0.0	ndaw365/fasta-variant-processing-
negroenvidioso/FASTA_MotifScanner	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	negroenvidioso/fasta_motifscanner
nehagupta020604-hue/FASTA	exclude	insufficient metadata to establish biological FASTA use	FASTA		Python	0.0	0.0	0.0	nehagupta020604-hue/fasta
ngao2k/G4-Fasta2Bed	include	repository name indicates FASTA sequence handling			Java	0.0	0.0	0.0	ngao2k/g4-fasta2bed
nguyenntkn/Assignment_4_Options_FASTA_vs_FASTQ	include	metadata indicates biological FASTA use			Shell	0.0	0.0	0.0	nguyenntkn/assignment_4_options_fasta_vs_fastq
nicolasdcubillos/Genetic-Codes-FASTA	include	repository name indicates FASTA sequence handling	FASTA (.fa) file processor developed in C++11. Data structures project.		C++	0.0	1.0	0.0	nicolasdcubillos/genetic-codes-fasta
Nightcoagulation/Batch_download_fasta	include	repository name indicates FASTA sequence handling	Batch download fasta from nbci		Python	0.0	0.0	0.0	nightcoagulation/batch_download_fasta
Nightcoagulation/pandas-fasta	include	metadata indicates biological FASTA use	用pandas提取excel中特定列并组装		Jupyter Notebook	0.0	0.0	0.0	nightcoagulation/pandas-fasta
